facility_name,facility_id,state,measure_id,score,predicted_readmission_rate,expected_readmission_rate,number_of_discharges,number_of_readmissions,start_date,end_date,footnote,risk_band,condition
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,READM-30-HF-HRRP,1.0382,19.674,18.9498,256.0,53.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,READM-30-COPD-HRRP,1.0087,16.9014,16.7549,133.0,23.0,2020-07-01,2023-06-30,,Elevated,COPD
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,READM-30-AMI-HRRP,1.0989,14.1433,12.8703,88.0,17.0,2020-07-01,2023-06-30,,High,Acute Myocardial Infarction
PRISMA HEALTH TUOMEY HOSPITAL,420070,SC,READM-30-PN-HRRP,1.0479,16.5026,15.7477,199.0,36.0,2020-07-01,2023-06-30,,High,Pneumonia
PRISMA HEALTH TUOMEY HOSPITAL,420070,SC,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
PRISMA HEALTH TUOMEY HOSPITAL,420070,SC,READM-30-HF-HRRP,0.9504,18.6318,19.6052,368.0,65.0,2020-07-01,2023-06-30,,Low,Heart Failure
PRISMA HEALTH TUOMEY HOSPITAL,420070,SC,READM-30-COPD-HRRP,0.9673,15.5688,16.0949,109.0,15.0,2020-07-01,2023-06-30,,Moderate,COPD
PRISMA HEALTH TUOMEY HOSPITAL,420070,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
PRISMA HEALTH TUOMEY HOSPITAL,420070,SC,READM-30-AMI-HRRP,1.0364,16.3518,15.7781,,,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
SELF REGIONAL HEALTHCARE,420071,SC,READM-30-PN-HRRP,0.9818,14.6575,14.9294,288.0,41.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
SELF REGIONAL HEALTHCARE,420071,SC,READM-30-HIP-KNEE-HRRP,1.1965,6.7389,5.6323,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
SELF REGIONAL HEALTHCARE,420071,SC,READM-30-HF-HRRP,0.977,17.9383,18.3608,388.0,68.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
SELF REGIONAL HEALTHCARE,420071,SC,READM-30-COPD-HRRP,0.9303,16.2577,17.4766,125.0,16.0,2020-07-01,2023-06-30,,Low,COPD
SELF REGIONAL HEALTHCARE,420071,SC,READM-30-CABG-HRRP,0.9666,10.2887,10.644,,,2020-07-01,2023-06-30,,Moderate,CABG
SELF REGIONAL HEALTHCARE,420071,SC,READM-30-AMI-HRRP,0.954,10.9798,11.5094,211.0,21.0,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,READM-30-PN-HRRP,0.9387,14.838,15.8068,,,2020-07-01,2023-06-30,,Low,Pneumonia
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,READM-30-HF-HRRP,1.0085,18.068,17.9149,,,2020-07-01,2023-06-30,,Elevated,Heart Failure
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
LEXINGTON MEDICAL CENTER,420073,SC,READM-30-PN-HRRP,1.022,15.6265,15.2903,957.0,151.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
LEXINGTON MEDICAL CENTER,420073,SC,READM-30-HIP-KNEE-HRRP,1.1726,6.0907,5.1939,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
LEXINGTON MEDICAL CENTER,420073,SC,READM-30-HF-HRRP,0.9548,18.3152,19.1822,1246.0,225.0,2020-07-01,2023-06-30,,Low,Heart Failure
LEXINGTON MEDICAL CENTER,420073,SC,READM-30-COPD-HRRP,1.1131,19.368,17.4007,312.0,67.0,2020-07-01,2023-06-30,,High,COPD
LEXINGTON MEDICAL CENTER,420073,SC,READM-30-CABG-HRRP,1.0514,9.3251,8.8695,208.0,21.0,2020-07-01,2023-06-30,,High,CABG
LEXINGTON MEDICAL CENTER,420073,SC,READM-30-AMI-HRRP,1.0385,11.8927,11.4517,372.0,46.0,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,420078,SC,READM-30-PN-HRRP,0.9161,14.6851,16.0294,462.0,62.0,2020-07-01,2023-06-30,,Low,Pneumonia
PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,420078,SC,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,420078,SC,READM-30-HF-HRRP,1.0027,19.4379,19.3859,745.0,145.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,420078,SC,READM-30-COPD-HRRP,1.0018,18.7644,18.7314,122.0,23.0,2020-07-01,2023-06-30,,Elevated,COPD
PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,420078,SC,READM-30-CABG-HRRP,1.1807,11.4123,9.6659,224.0,31.0,2020-07-01,2023-06-30,,High,CABG
PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,420078,SC,READM-30-AMI-HRRP,1.0361,12.1244,11.7014,506.0,63.0,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
TRIDENT MEDICAL CENTER,420079,SC,READM-30-PN-HRRP,0.9386,15.3634,16.3686,516.0,75.0,2020-07-01,2023-06-30,,Low,Pneumonia
TRIDENT MEDICAL CENTER,420079,SC,READM-30-HIP-KNEE-HRRP,1.4003,7.6046,5.4305,100.0,12.0,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
TRIDENT MEDICAL CENTER,420079,SC,READM-30-HF-HRRP,1.0725,21.9507,20.4665,797.0,180.0,2020-07-01,2023-06-30,,High,Heart Failure
TRIDENT MEDICAL CENTER,420079,SC,READM-30-COPD-HRRP,0.9592,17.2955,18.0316,194.0,31.0,2020-07-01,2023-06-30,,Moderate,COPD
TRIDENT MEDICAL CENTER,420079,SC,READM-30-CABG-HRRP,0.9761,11.6182,11.9024,,,2020-07-01,2023-06-30,,Moderate,CABG
TRIDENT MEDICAL CENTER,420079,SC,READM-30-AMI-HRRP,1.0844,15.4138,14.2142,422.0,69.0,2020-07-01,2023-06-30,,High,Acute Myocardial Infarction
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-PN-HRRP,1.0364,15.4194,14.8784,484.0,77.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-HIP-KNEE-HRRP,1.0528,5.5482,5.2701,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-HF-HRRP,1.0829,19.4143,17.9287,435.0,90.0,2020-07-01,2023-06-30,,High,Heart Failure
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-COPD-HRRP,1.0629,16.4228,15.4516,45.0,11.0,2020-07-01,2023-06-30,,High,COPD
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-CABG-HRRP,1.0044,8.044,8.0086,,,2020-07-01,2023-06-30,,Elevated,CABG
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-AMI-HRRP,1.0366,11.939,11.5169,212.0,27.0,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
AIKEN REGIONAL MEDICAL CENTER,420082,SC,READM-30-PN-HRRP,0.966,15.1527,15.6868,233.0,33.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
AIKEN REGIONAL MEDICAL CENTER,420082,SC,READM-30-HIP-KNEE-HRRP,1.3843,6.3461,4.5844,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
AIKEN REGIONAL MEDICAL CENTER,420082,SC,READM-30-HF-HRRP,1.039,18.8916,18.1828,383.0,75.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
AIKEN REGIONAL MEDICAL CENTER,420082,SC,READM-30-COPD-HRRP,0.9713,16.5668,17.0559,95.0,14.0,2020-07-01,2023-06-30,,Moderate,COPD
AIKEN REGIONAL MEDICAL CENTER,420082,SC,READM-30-CABG-HRRP,1.1219,11.4294,10.1874,,,2020-07-01,2023-06-30,,High,CABG
AIKEN REGIONAL MEDICAL CENTER,420082,SC,READM-30-AMI-HRRP,0.9035,10.6902,11.8316,,,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-PN-HRRP,1.042,16.6315,15.9617,807.0,137.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-HIP-KNEE-HRRP,0.9259,5.0045,5.4049,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-HF-HRRP,1.0467,19.532,18.6602,982.0,195.0,2020-07-01,2023-06-30,,High,Heart Failure
GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-COPD-HRRP,0.9762,16.8244,17.2349,187.0,30.0,2020-07-01,2023-06-30,,Moderate,COPD
GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-CABG-HRRP,0.9431,9.0412,9.5864,242.0,20.0,2020-07-01,2023-06-30,,Low,CABG
GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-AMI-HRRP,0.8907,10.8872,12.2232,564.0,56.0,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
PRISMA HEALTH BAPTIST,420086,SC,READM-30-PN-HRRP,1.011,15.8521,15.6793,172.0,28.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
PRISMA HEALTH BAPTIST,420086,SC,READM-30-HIP-KNEE-HRRP,0.8637,3.6901,4.2725,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
PRISMA HEALTH BAPTIST,420086,SC,READM-30-HF-HRRP,0.945,18.7855,19.8785,117.0,18.0,2020-07-01,2023-06-30,,Low,Heart Failure
PRISMA HEALTH BAPTIST,420086,SC,READM-30-COPD-HRRP,0.9857,17.665,17.9221,,,2020-07-01,2023-06-30,,Moderate,COPD
PRISMA HEALTH BAPTIST,420086,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
PRISMA HEALTH BAPTIST,420086,SC,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
ROPER HOSPITAL,420087,SC,READM-30-PN-HRRP,0.9328,15.1484,16.2391,328.0,45.0,2020-07-01,2023-06-30,,Low,Pneumonia
ROPER HOSPITAL,420087,SC,READM-30-HIP-KNEE-HRRP,1.1339,5.5234,4.8711,242.0,15.0,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
ROPER HOSPITAL,420087,SC,READM-30-HF-HRRP,0.9949,19.0753,19.1737,783.0,149.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
ROPER HOSPITAL,420087,SC,READM-30-COPD-HRRP,1.0057,17.5877,17.4876,89.0,16.0,2020-07-01,2023-06-30,,Elevated,COPD
ROPER HOSPITAL,420087,SC,READM-30-CABG-HRRP,0.9899,9.9691,10.0709,224.0,22.0,2020-07-01,2023-06-30,,Moderate,CABG
ROPER HOSPITAL,420087,SC,READM-30-AMI-HRRP,0.9334,11.0429,11.831,337.0,34.0,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
EAST COOPER MEDICAL CENTER,420089,SC,READM-30-PN-HRRP,0.9719,15.7623,16.2175,120.0,17.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
EAST COOPER MEDICAL CENTER,420089,SC,READM-30-HIP-KNEE-HRRP,1.0625,5.4245,5.1055,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
EAST COOPER MEDICAL CENTER,420089,SC,READM-30-HF-HRRP,0.9814,17.8178,18.1546,,,2020-07-01,2023-06-30,,Moderate,Heart Failure
EAST COOPER MEDICAL CENTER,420089,SC,READM-30-COPD-HRRP,0.9724,14.4377,14.8469,,,2020-07-01,2023-06-30,,Moderate,COPD
EAST COOPER MEDICAL CENTER,420089,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
EAST COOPER MEDICAL CENTER,420089,SC,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
MUSC HEALTH FLORENCE MEDICAL CENTER,420091,SC,READM-30-PN-HRRP,1.0814,17.8289,16.4866,340.0,66.0,2020-07-01,2023-06-30,,High,Pneumonia
MUSC HEALTH FLORENCE MEDICAL CENTER,420091,SC,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
MUSC HEALTH FLORENCE MEDICAL CENTER,420091,SC,READM-30-HF-HRRP,1.0379,21.3081,20.5297,377.0,83.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
MUSC HEALTH FLORENCE MEDICAL CENTER,420091,SC,READM-30-COPD-HRRP,0.9539,18.2554,19.1382,153.0,25.0,2020-07-01,2023-06-30,,Low,COPD
MUSC HEALTH FLORENCE MEDICAL CENTER,420091,SC,READM-30-CABG-HRRP,0.9738,9.1873,9.4344,,,2020-07-01,2023-06-30,,Moderate,CABG
MUSC HEALTH FLORENCE MEDICAL CENTER,420091,SC,READM-30-AMI-HRRP,0.9891,13.7985,13.9502,185.0,25.0,2020-07-01,2023-06-30,,Moderate,Acute Myocardial Infarction
TIDELANDS WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-PN-HRRP,0.9421,13.2891,14.1059,383.0,47.0,2020-07-01,2023-06-30,,Low,Pneumonia
TIDELANDS WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-HIP-KNEE-HRRP,1.2603,5.1678,4.1003,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
TIDELANDS WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-HF-HRRP,0.9877,18.1414,18.3677,352.0,63.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
TIDELANDS WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-COPD-HRRP,0.9598,14.9782,15.6052,163.0,22.0,2020-07-01,2023-06-30,,Moderate,COPD
TIDELANDS WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
TIDELANDS WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-AMI-HRRP,1.0162,12.2603,12.0651,,,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-PN-HRRP,0.9362,14.8913,15.9054,184.0,23.0,2020-07-01,2023-06-30,,Low,Pneumonia
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-HF-HRRP,0.9723,19.1461,19.6922,120.0,21.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-COPD-HRRP,0.9691,17.4238,17.9787,,,2020-07-01,2023-06-30,,Moderate,COPD
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
PRISMA HEALTH  PATEWOOD HOSPITAL,420102,SC,READM-30-PN-HRRP,,,,,,2020-07-01,2023-06-30,1,,Pneumonia
PRISMA HEALTH  PATEWOOD HOSPITAL,420102,SC,READM-30-HIP-KNEE-HRRP,0.8057,4.3073,5.3459,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
PRISMA HEALTH  PATEWOOD HOSPITAL,420102,SC,READM-30-HF-HRRP,,,,0.0,,2020-07-01,2023-06-30,7,,Heart Failure
PRISMA HEALTH  PATEWOOD HOSPITAL,420102,SC,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,5,,COPD
PRISMA HEALTH  PATEWOOD HOSPITAL,420102,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
PRISMA HEALTH  PATEWOOD HOSPITAL,420102,SC,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,5,,Acute Myocardial Infarction
PELHAM MEDICAL CENTER,420103,SC,READM-30-PN-HRRP,0.9671,13.8121,14.2822,139.0,17.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
PELHAM MEDICAL CENTER,420103,SC,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
PELHAM MEDICAL CENTER,420103,SC,READM-30-HF-HRRP,1.0347,18.2061,17.5953,97.0,20.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
PELHAM MEDICAL CENTER,420103,SC,READM-30-COPD-HRRP,0.9746,15.7846,16.196,,,2020-07-01,2023-06-30,,Moderate,COPD
PELHAM MEDICAL CENTER,420103,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
PELHAM MEDICAL CENTER,420103,SC,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-PN-HRRP,0.9964,13.9568,14.0075,145.0,20.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-HIP-KNEE-HRRP,1.1427,5.3294,4.6637,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-HF-HRRP,1.002,17.7143,17.6788,146.0,26.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-COPD-HRRP,0.9992,15.7695,15.782,,,2020-07-01,2023-06-30,,Elevated,COPD
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-AMI-HRRP,,,,0.0,,2020-07-01,2023-06-30,7,,Acute Myocardial Infarction
MCLEOD LORIS  HOSPITAL,420105,SC,READM-30-PN-HRRP,0.9748,15.6467,16.0504,567.0,87.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
MCLEOD LORIS  HOSPITAL,420105,SC,READM-30-HIP-KNEE-HRRP,1.1024,8.3262,7.5531,,,2020-07-01,2023-06-30,,High,Hip/Knee Replacement
MCLEOD LORIS  HOSPITAL,420105,SC,READM-30-HF-HRRP,0.9937,19.394,19.5169,554.0,107.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
MCLEOD LORIS  HOSPITAL,420105,SC,READM-30-COPD-HRRP,0.9724,17.3731,17.8669,148.0,24.0,2020-07-01,2023-06-30,,Moderate,COPD
MCLEOD LORIS  HOSPITAL,420105,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
MCLEOD LORIS  HOSPITAL,420105,SC,READM-30-AMI-HRRP,0.9273,12.2575,13.2178,,,2020-07-01,2023-06-30,,Low,Acute Myocardial Infarction
PRISMA HEALTH BAPTIST PARKRIDGE,420106,SC,READM-30-PN-HRRP,0.9908,14.2263,14.3579,187.0,26.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
PRISMA HEALTH BAPTIST PARKRIDGE,420106,SC,READM-30-HIP-KNEE-HRRP,0.978,4.0031,4.0931,,,2020-07-01,2023-06-30,,Moderate,Hip/Knee Replacement
PRISMA HEALTH BAPTIST PARKRIDGE,420106,SC,READM-30-HF-HRRP,0.9848,17.0821,17.3451,170.0,28.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
PRISMA HEALTH BAPTIST PARKRIDGE,420106,SC,READM-30-COPD-HRRP,0.9963,16.1224,16.1826,,,2020-07-01,2023-06-30,,Moderate,COPD
PRISMA HEALTH BAPTIST PARKRIDGE,420106,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
PRISMA HEALTH BAPTIST PARKRIDGE,420106,SC,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
MCLEOD HEALTH CHERAW,420107,SC,READM-30-PN-HRRP,1.1205,18.3748,16.3985,175.0,40.0,2020-07-01,2023-06-30,,High,Pneumonia
MCLEOD HEALTH CHERAW,420107,SC,READM-30-HIP-KNEE-HRRP,,,,0.0,,2020-07-01,2023-06-30,7,,Hip/Knee Replacement
MCLEOD HEALTH CHERAW,420107,SC,READM-30-HF-HRRP,1.0525,21.7589,20.6727,75.0,20.0,2020-07-01,2023-06-30,,High,Heart Failure
MCLEOD HEALTH CHERAW,420107,SC,READM-30-COPD-HRRP,0.9266,16.2529,17.5395,,,2020-07-01,2023-06-30,,Low,COPD
MCLEOD HEALTH CHERAW,420107,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
MCLEOD HEALTH CHERAW,420107,SC,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
UNION MEDICAL CENTER,420108,SC,READM-30-PN-HRRP,0.9839,12.6111,12.8173,,,2020-07-01,2023-06-30,,Moderate,Pneumonia
UNION MEDICAL CENTER,420108,SC,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,5,,Hip/Knee Replacement
UNION MEDICAL CENTER,420108,SC,READM-30-HF-HRRP,,,,,,2020-07-01,2023-06-30,1,,Heart Failure
UNION MEDICAL CENTER,420108,SC,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
UNION MEDICAL CENTER,420108,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
UNION MEDICAL CENTER,420108,SC,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,5,,Acute Myocardial Infarction
MCLEOD HEALTH CLARENDON,420109,SC,READM-30-PN-HRRP,1.0326,14.1853,13.7369,84.0,14.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
MCLEOD HEALTH CLARENDON,420109,SC,READM-30-HIP-KNEE-HRRP,,,,,,2020-07-01,2023-06-30,1,,Hip/Knee Replacement
MCLEOD HEALTH CLARENDON,420109,SC,READM-30-HF-HRRP,0.9863,17.7644,18.011,,,2020-07-01,2023-06-30,,Moderate,Heart Failure
MCLEOD HEALTH CLARENDON,420109,SC,READM-30-COPD-HRRP,1.0199,14.7271,14.4402,,,2020-07-01,2023-06-30,,Elevated,COPD
MCLEOD HEALTH CLARENDON,420109,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
MCLEOD HEALTH CLARENDON,420109,SC,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
ROPER ST FRANCIS HOSPITAL-BERKELEY INC,420110,SC,READM-30-PN-HRRP,0.9828,14.5418,14.7959,111.0,15.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
ROPER ST FRANCIS HOSPITAL-BERKELEY INC,420110,SC,READM-30-HIP-KNEE-HRRP,0.961,4.5721,4.7577,,,2020-07-01,2023-06-30,,Moderate,Hip/Knee Replacement
ROPER ST FRANCIS HOSPITAL-BERKELEY INC,420110,SC,READM-30-HF-HRRP,1.0031,19.0948,19.0368,156.0,30.0,2020-07-01,2023-06-30,,Elevated,Heart Failure
ROPER ST FRANCIS HOSPITAL-BERKELEY INC,420110,SC,READM-30-COPD-HRRP,1.0007,17.4741,17.4626,,,2020-07-01,2023-06-30,,Elevated,COPD
ROPER ST FRANCIS HOSPITAL-BERKELEY INC,420110,SC,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
ROPER ST FRANCIS HOSPITAL-BERKELEY INC,420110,SC,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",430005,SD,READM-30-PN-HRRP,1.0101,15.5977,15.4411,79.0,13.0,2020-07-01,2023-06-30,,Elevated,Pneumonia
"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",430005,SD,READM-30-HIP-KNEE-HRRP,0.8598,3.8688,4.4996,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",430005,SD,READM-30-HF-HRRP,0.9929,17.1054,17.228,73.0,12.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",430005,SD,READM-30-COPD-HRRP,1.008,16.7369,16.6037,,,2020-07-01,2023-06-30,,Elevated,COPD
"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",430005,SD,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",430005,SD,READM-30-AMI-HRRP,1.0237,11.4371,11.1726,,,2020-07-01,2023-06-30,,Elevated,Acute Myocardial Infarction
BROOKINGS HEALTH SYSTEM,430008,SD,READM-30-PN-HRRP,0.9211,13.5455,14.7061,,,2020-07-01,2023-06-30,,Low,Pneumonia
BROOKINGS HEALTH SYSTEM,430008,SD,READM-30-HIP-KNEE-HRRP,0.8487,3.3311,3.925,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
BROOKINGS HEALTH SYSTEM,430008,SD,READM-30-HF-HRRP,0.994,18.1138,18.2226,63.0,11.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
BROOKINGS HEALTH SYSTEM,430008,SD,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
BROOKINGS HEALTH SYSTEM,430008,SD,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
BROOKINGS HEALTH SYSTEM,430008,SD,READM-30-AMI-HRRP,,,,,,2020-07-01,2023-06-30,1,,Acute Myocardial Infarction
AVERA SACRED HEART HOSPITAL,430012,SD,READM-30-PN-HRRP,0.9774,14.574,14.9104,134.0,18.0,2020-07-01,2023-06-30,,Moderate,Pneumonia
AVERA SACRED HEART HOSPITAL,430012,SD,READM-30-HIP-KNEE-HRRP,0.8399,4.8432,5.7668,,,2020-07-01,2023-06-30,,Low,Hip/Knee Replacement
AVERA SACRED HEART HOSPITAL,430012,SD,READM-30-HF-HRRP,0.984,18.4366,18.737,120.0,21.0,2020-07-01,2023-06-30,,Moderate,Heart Failure
AVERA SACRED HEART HOSPITAL,430012,SD,READM-30-COPD-HRRP,,,,,,2020-07-01,2023-06-30,1,,COPD
AVERA SACRED HEART HOSPITAL,430012,SD,READM-30-CABG-HRRP,,,,,,2020-07-01,2023-06-30,5,,CABG
