facility_name,facility_id,state,condition,measure_id,score,predicted_readmission_rate,expected_readmission_rate,number_of_discharges,number_of_readmissions,readmit_rate_calc,delta_pred_exp,ratio_pred_exp,risk_band,high_risk,low_risk,volume_band,score_z_condition,score_z_state,start_date,end_date,period_days,period_years,footnote
HCA HOUSTON HEALTHCARE SOUTHEAST,450097,TX,Pneumonia,READM-30-PN-HRRP,16.9311,16.9311,17.7224,119.0,17.0,0.14285714285714285,-0.7912999999999997,0.9553502911569539,Elevated,1,0,Low Volume,0.4957998366759304,0.3961583314123088,2020-07-01,2023-06-30,1094,2.9952087611225187,
HCA HOUSTON HEALTHCARE SOUTHEAST,450097,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
HCA HOUSTON HEALTHCARE SOUTHEAST,450097,TX,Heart Failure,READM-30-HF-HRRP,21.0464,21.0464,20.7245,123.0,27.0,0.21951219512195122,0.3218999999999994,1.0155323409491182,High,1,0,Low Volume,0.8078541902337336,1.2399679759414928,2020-07-01,2023-06-30,1094,2.9952087611225187,
HCA HOUSTON HEALTHCARE SOUTHEAST,450097,TX,COPD,READM-30-COPD-HRRP,18.4006,18.4006,18.8059,,,,-0.40530000000000044,0.9784482529418959,Elevated,1,0,,0.044755195856284465,0.6974676582258185,2020-07-01,2023-06-30,1094,2.9952087611225187,
HCA HOUSTON HEALTHCARE SOUTHEAST,450097,TX,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
HCA HOUSTON HEALTHCARE SOUTHEAST,450097,TX,Acute MI,READM-30-AMI-HRRP,13.8788,13.8788,13.7896,,,,0.08919999999999995,1.006468643035331,Moderate,1,0,,0.16014290883984136,-0.22969158912724613,2020-07-01,2023-06-30,1094,2.9952087611225187,
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,Pneumonia,READM-30-PN-HRRP,15.1221,15.1221,15.034,295.0,45.0,0.15254237288135594,0.08809999999999896,1.0058600505520818,Moderate,1,0,High Volume,-0.44073455021457114,0.025237220690539866,2020-07-01,2023-06-30,1094,2.9952087611225187,
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,3.9673,3.9673,4.1432,,,,-0.1759000000000004,0.9575448928364548,Low,1,0,,-0.9147993312777194,-2.2619660993090096,2020-07-01,2023-06-30,1094,2.9952087611225187,
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,Heart Failure,READM-30-HF-HRRP,18.0325,18.0325,18.4315,269.0,47.0,0.17472118959107807,-0.3990000000000009,0.9783522773512736,Elevated,1,0,Medium Volume,-0.7312019316969008,0.6219916710192492,2020-07-01,2023-06-30,1094,2.9952087611225187,
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,COPD,READM-30-COPD-HRRP,17.7504,17.7504,18.2797,106.0,17.0,0.16037735849056603,-0.5292999999999992,0.9710443825664535,Elevated,1,0,Low Volume,-0.2606844419029032,0.5641493021222835,2020-07-01,2023-06-30,1094,2.9952087611225187,
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,Acute MI,READM-30-AMI-HRRP,13.1274,13.1274,13.0449,112.0,15.0,0.13392857142857142,0.08249999999999957,1.0063243106501392,Moderate,1,0,Low Volume,-0.21224253443566585,-0.38376020305556957,2020-07-01,2023-06-30,1094,2.9952087611225187,
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,Pneumonia,READM-30-PN-HRRP,15.261,15.261,16.0288,1011.0,151.0,0.1493570722057369,-0.7678000000000011,0.9520987222998601,Moderate,1,0,High Volume,-0.36882486180158597,0.05371756468128255,2020-07-01,2023-06-30,1094,2.9952087611225187,
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.55,5.55,5.9136,,,,-0.3635999999999999,0.9385146103896104,Low,1,0,,0.43141908183836003,-1.9374460097903012,2020-07-01,2023-06-30,1094,2.9952087611225187,
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,Heart Failure,READM-30-HF-HRRP,21.9415,21.9415,20.6609,869.0,195.0,0.2243958573072497,1.2805999999999997,1.0619818110537296,High,1,0,High Volume,1.2649394069761988,1.4235011358127234,2020-07-01,2023-06-30,1094,2.9952087611225187,
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,COPD,READM-30-COPD-HRRP,17.4941,17.4941,18.7788,242.0,38.0,0.15702479338842976,-1.2847000000000008,0.9315877478859138,Elevated,1,0,Medium Volume,-0.3810845944062552,0.511597018718199,2020-07-01,2023-06-30,1094,2.9952087611225187,
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,CABG,READM-30-CABG-HRRP,7.5307,7.5307,10.1184,285.0,12.0,0.042105263157894736,-2.587699999999999,0.7442579854522455,Low,1,0,High Volume,-2.133648181416285,-1.5313191750713366,2020-07-01,2023-06-30,1094,2.9952087611225187,
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,Acute MI,READM-30-AMI-HRRP,10.8927,10.8927,12.5515,465.0,44.0,0.09462365591397849,-1.6588000000000012,0.8678404971517347,Low,1,0,High Volume,-1.3197348821702621,-0.8419677244098739,2020-07-01,2023-06-30,1094,2.9952087611225187,
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,Pneumonia,READM-30-PN-HRRP,14.6534,14.6534,13.2559,133.0,26.0,0.19548872180451127,1.397499999999999,1.105424754260367,Moderate,1,0,Low Volume,-0.6833844491286551,-0.07086599909679735,2020-07-01,2023-06-30,1094,2.9952087611225187,
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,6.7034,6.7034,4.492,,,,2.2114000000000003,1.4922974176313446,Low,1,0,,1.4124820234495856,-1.7009504823682515,2020-07-01,2023-06-30,1094,2.9952087611225187,
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,Heart Failure,READM-30-HF-HRRP,18.0308,18.0308,17.3887,208.0,40.0,0.19230769230769232,0.6420999999999992,1.0369262797103866,Elevated,1,0,Medium Volume,-0.73207004125836,0.6216430994945246,2020-07-01,2023-06-30,1094,2.9952087611225187,
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,COPD,READM-30-COPD-HRRP,14.6693,14.6693,15.2089,,,,-0.5396000000000001,0.9645207740204749,Moderate,1,0,,-1.7080699662028578,-0.06760583013025438,2020-07-01,2023-06-30,1094,2.9952087611225187,
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,Acute MI,READM-30-AMI-HRRP,11.9113,11.9113,11.6827,,,,0.22860000000000014,1.0195673945235262,Low,1,0,,-0.8149281047941218,-0.63311186847776,2020-07-01,2023-06-30,1094,2.9952087611225187,
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,450107,TX,Pneumonia,READM-30-PN-HRRP,19.0206,19.0206,16.785,312.0,68.0,0.21794871794871795,2.2356000000000016,1.1331903485254693,High,1,0,High Volume,1.5775514129101498,0.8245937437136553,2020-07-01,2023-06-30,1094,2.9952087611225187,
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,450107,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,4.9427,4.9427,4.2996,,,,0.6431000000000004,1.1495720532142526,Low,1,0,,-0.08514024228206353,-2.061968060946371,2020-07-01,2023-06-30,1094,2.9952087611225187,
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,450107,TX,Heart Failure,READM-30-HF-HRRP,19.3335,19.3335,19.6598,244.0,46.0,0.1885245901639344,-0.3262999999999998,0.9834026795796499,High,1,0,Medium Volume,-0.06684279083895645,0.8887514084703392,2020-07-01,2023-06-30,1094,2.9952087611225187,
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,450107,TX,COPD,READM-30-COPD-HRRP,21.1766,21.1766,20.5947,53.0,13.0,0.24528301886792453,0.581900000000001,1.028254842265243,High,1,0,Low Volume,1.3488161531302043,1.266664453893939,2020-07-01,2023-06-30,1094,2.9952087611225187,
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,450107,TX,CABG,READM-30-CABG-HRRP,11.611,11.611,10.8431,,,,0.7679000000000009,1.070819230662818,Low,1,0,,0.629893212182838,-0.6946860031100138,2020-07-01,2023-06-30,1094,2.9952087611225187,
LAS PALMAS MEDICAL CENTER A CAMPUS OF LPDS HEALTHC,450107,TX,Acute MI,READM-30-AMI-HRRP,15.6644,15.6644,14.1486,109.0,22.0,0.2018348623853211,1.5158000000000005,1.1071342747692352,Moderate,1,0,Low Volume,1.0450663151650286,0.13643153707772365,2020-07-01,2023-06-30,1094,2.9952087611225187,
CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,Pneumonia,READM-30-PN-HRRP,13.6343,13.6343,13.3507,,,,0.28359999999999985,1.0212423318627488,Moderate,1,0,,-1.2109810183271679,-0.2798243760655947,2020-07-01,2023-06-30,1094,2.9952087611225187,
CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,Heart Failure,READM-30-HF-HRRP,16.2554,16.2554,16.7807,,,,-0.5252999999999979,0.9686961807314356,Elevated,1,0,,-1.6386828150317583,0.2576114024379037,2020-07-01,2023-06-30,1094,2.9952087611225187,
CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
SOUTH TEXAS HEALTH SYSTEM,450119,TX,Pneumonia,READM-30-PN-HRRP,17.3873,17.3873,16.8523,281.0,51.0,0.18149466192170818,0.5350000000000001,1.0317464085021035,Elevated,1,0,Medium Volume,0.7319783813411851,0.48969852528255225,2020-07-01,2023-06-30,1094,2.9952087611225187,
SOUTH TEXAS HEALTH SYSTEM,450119,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
SOUTH TEXAS HEALTH SYSTEM,450119,TX,Heart Failure,READM-30-HF-HRRP,21.954,21.954,21.1103,397.0,90.0,0.22670025188916876,0.8437000000000019,1.0399662723883603,High,1,0,High Volume,1.27132256551634,1.4260641617298166,2020-07-01,2023-06-30,1094,2.9952087611225187,
SOUTH TEXAS HEALTH SYSTEM,450119,TX,COPD,READM-30-COPD-HRRP,18.99,18.99,18.6179,62.0,13.0,0.20967741935483872,0.37209999999999965,1.0199861423683658,High,1,0,Low Volume,0.32163326798065245,0.8183194562686098,2020-07-01,2023-06-30,1094,2.9952087611225187,
SOUTH TEXAS HEALTH SYSTEM,450119,TX,CABG,READM-30-CABG-HRRP,14.5915,14.5915,15.3314,,,,-0.7399000000000004,0.9517395671628162,Moderate,1,0,,2.648552409698262,-0.08355810343824419,2020-07-01,2023-06-30,1094,2.9952087611225187,
SOUTH TEXAS HEALTH SYSTEM,450119,TX,Acute MI,READM-30-AMI-HRRP,17.1813,17.1813,15.6982,166.0,33.0,0.19879518072289157,1.4831000000000003,1.0944757997732224,Elevated,1,0,Medium Volume,1.796825004151742,0.4474598581688518,2020-07-01,2023-06-30,1094,2.9952087611225187,
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,Pneumonia,READM-30-PN-HRRP,18.7631,18.7631,18.5506,65.0,13.0,0.2,0.21250000000000213,1.0114551550893234,High,1,0,Low Volume,1.444241515384277,0.7717954098215296,2020-07-01,2023-06-30,1094,2.9952087611225187,
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,5.7788,5.7788,4.9391,,,,0.8397000000000006,1.1700107306999252,Low,1,0,,0.6260325732902838,-1.8905323834038221,2020-07-01,2023-06-30,1094,2.9952087611225187,
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,Heart Failure,READM-30-HF-HRRP,20.3305,20.3305,20.704,,,,-0.37349999999999994,0.9819600077279753,High,1,0,,0.4422779343227419,1.0931783556177153,2020-07-01,2023-06-30,1094,2.9952087611225187,
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
KNAPP MEDICAL CENTER,450128,TX,Pneumonia,READM-30-PN-HRRP,17.0346,17.0346,16.8432,107.0,19.0,0.17757009345794392,0.19140000000000157,1.0113636363636365,Elevated,1,0,Low Volume,0.549382649856233,0.41738018600584287,2020-07-01,2023-06-30,1094,2.9952087611225187,
KNAPP MEDICAL CENTER,450128,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
KNAPP MEDICAL CENTER,450128,TX,Heart Failure,READM-30-HF-HRRP,21.7922,21.7922,21.4945,101.0,23.0,0.22772277227722773,0.2977000000000025,1.013850054665147,High,1,0,Low Volume,1.1886989613727468,1.3928883542589587,2020-07-01,2023-06-30,1094,2.9952087611225187,
KNAPP MEDICAL CENTER,450128,TX,COPD,READM-30-COPD-HRRP,18.6639,18.6639,19.2792,,,,-0.6152999999999977,0.9680847753018799,High,1,0,,0.1684436865083826,0.7514552361434758,2020-07-01,2023-06-30,1094,2.9952087611225187,
KNAPP MEDICAL CENTER,450128,TX,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
KNAPP MEDICAL CENTER,450128,TX,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MEDICAL CENTER HOSPITAL,450132,TX,Pneumonia,READM-30-PN-HRRP,15.8725,15.8725,16.3902,272.0,41.0,0.15073529411764705,-0.5176999999999996,0.9684140522995449,Moderate,1,0,Medium Volume,-0.05224621194888138,0.17910079254549593,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER HOSPITAL,450132,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,3.5871,3.5871,3.5999,,,,-0.012799999999999923,0.9964443456762688,Low,1,0,,-1.2381911557970429,-2.339923095603325,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER HOSPITAL,450132,TX,Heart Failure,READM-30-HF-HRRP,17.9634,17.9634,19.7558,293.0,46.0,0.15699658703071673,-1.7924000000000007,0.9092722137296388,Elevated,1,0,High Volume,-0.7664880321068034,0.6078232637495568,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER HOSPITAL,450132,TX,COPD,READM-30-COPD-HRRP,17.8906,17.8906,18.9849,110.0,16.0,0.14545454545454545,-1.0943000000000005,0.9423594540924629,Elevated,1,0,Low Volume,-0.19482372640945805,0.5928962008084041,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER HOSPITAL,450132,TX,CABG,READM-30-CABG-HRRP,13.1327,13.1327,12.2785,74.0,12.0,0.16216216216216217,0.8542000000000005,1.0695687583988274,Moderate,1,0,Low Volume,1.6605235429525813,-0.3826734800667219,2020-07-01,2023-06-30,1094,2.9952087611225187,
MEDICAL CENTER HOSPITAL,450132,TX,Acute MI,READM-30-AMI-HRRP,13.6072,13.6072,13.285,168.0,24.0,0.14285714285714285,0.3222000000000005,1.024252916823485,Moderate,1,0,Medium Volume,0.025540983908210416,-0.28538101625385315,2020-07-01,2023-06-30,1094,2.9952087611225187,
MIDLAND MEMORIAL HOSPITAL,450133,TX,Pneumonia,READM-30-PN-HRRP,14.2231,14.2231,14.3365,306.0,43.0,0.14052287581699346,-0.11339999999999861,0.9920901196247341,Moderate,1,0,High Volume,-0.9061543477903365,-0.15909560326682315,2020-07-01,2023-06-30,1094,2.9952087611225187,
MIDLAND MEMORIAL HOSPITAL,450133,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
MIDLAND MEMORIAL HOSPITAL,450133,TX,Heart Failure,READM-30-HF-HRRP,17.3813,17.3813,16.7645,239.0,44.0,0.18410041841004185,0.6167999999999978,1.0367920307793252,Elevated,1,0,Medium Volume,-1.0637389590041202,0.48846827284234734,2020-07-01,2023-06-30,1094,2.9952087611225187,
MIDLAND MEMORIAL HOSPITAL,450133,TX,COPD,READM-30-COPD-HRRP,16.5568,16.5568,15.9841,84.0,16.0,0.19047619047619047,0.5726999999999993,1.0358293554219504,Elevated,1,0,Low Volume,-0.8213930725232745,0.3194110833508612,2020-07-01,2023-06-30,1094,2.9952087611225187,
MIDLAND MEMORIAL HOSPITAL,450133,TX,CABG,READM-30-CABG-HRRP,10.0323,10.0323,10.1605,,,,-0.12820000000000142,0.9873825107032133,Low,1,0,,-0.4393425788312882,-1.0183859243352524,2020-07-01,2023-06-30,1094,2.9952087611225187,
MIDLAND MEMORIAL HOSPITAL,450133,TX,Acute MI,READM-30-AMI-HRRP,10.7344,10.7344,11.0118,132.0,13.0,0.09848484848484848,-0.2773999999999983,0.9748088414246537,Low,1,0,Low Volume,-1.3981865932036828,-0.8744258846239454,2020-07-01,2023-06-30,1094,2.9952087611225187,
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,Pneumonia,READM-30-PN-HRRP,15.6111,15.6111,16.3455,763.0,116.0,0.15203145478374835,-0.7344000000000008,0.9550702028081123,Moderate,1,0,High Volume,-0.18757517200038887,0.12550279456723704,2020-07-01,2023-06-30,1094,2.9952087611225187,
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,Heart Failure,READM-30-HF-HRRP,19.4562,19.4562,20.6513,731.0,138.0,0.18878248974008208,-1.1951,0.9421295511662704,High,1,0,High Volume,-0.004185706608926854,0.9139100708725285,2020-07-01,2023-06-30,1094,2.9952087611225187,
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,COPD,READM-30-COPD-HRRP,19.0064,19.0064,18.7238,174.0,34.0,0.19540229885057472,0.28259999999999863,1.0150930900778687,High,1,0,Medium Volume,0.3293373745005708,0.8216821462718367,2020-07-01,2023-06-30,1094,2.9952087611225187,
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,CABG,READM-30-CABG-HRRP,9.7497,9.7497,10.936,,,,-1.1862999999999992,0.8915234089246525,Low,1,0,,-0.6307443869902736,-1.0763308142689016,2020-07-01,2023-06-30,1094,2.9952087611225187,
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,450135,TX,Acute MI,READM-30-AMI-HRRP,13.0416,13.0416,13.028,314.0,41.0,0.1305732484076433,0.013600000000000279,1.0010439054344489,Moderate,1,0,High Volume,-0.254764055640135,-0.401352812950499,2020-07-01,2023-06-30,1094,2.9952087611225187,
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,Pneumonia,READM-30-PN-HRRP,17.814,17.814,17.2034,284.0,53.0,0.18661971830985916,0.6106000000000016,1.0354929839450342,Elevated,1,0,High Volume,0.9528845299792045,0.5771899779884554,2020-07-01,2023-06-30,1094,2.9952087611225187,
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,Heart Failure,READM-30-HF-HRRP,22.0721,22.0721,20.7938,352.0,82.0,0.23295454545454544,1.278299999999998,1.0614750550644902,High,1,0,High Volume,1.3316306474035975,1.4502796305945156,2020-07-01,2023-06-30,1094,2.9952087611225187,
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,COPD,READM-30-COPD-HRRP,20.758,20.758,20.5381,122.0,26.0,0.21311475409836064,0.2198999999999991,1.0107069300470832,High,1,0,Low Volume,1.1521735318352242,1.1808338419823121,2020-07-01,2023-06-30,1094,2.9952087611225187,
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,CABG,READM-30-CABG-HRRP,12.1003,12.1003,11.3374,81.0,12.0,0.14814814814814814,0.7629000000000001,1.0672905604459577,Low,1,0,Low Volume,0.9612906103859239,-0.5943589166113066,2020-07-01,2023-06-30,1094,2.9952087611225187,
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,Acute MI,READM-30-AMI-HRRP,15.1186,15.1186,15.4749,87.0,12.0,0.13793103448275862,-0.3562999999999992,0.9769756185823495,Moderate,1,0,Low Volume,0.774573934356176,0.024519573433753907,2020-07-01,2023-06-30,1094,2.9952087611225187,
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,Pneumonia,READM-30-PN-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,Heart Failure,READM-30-HF-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,Pneumonia,READM-30-PN-HRRP,13.0532,13.0532,12.871,,,,0.18219999999999992,1.0141558542459794,Moderate,1,0,,-1.5118213346467197,-0.39897432489943635,2020-07-01,2023-06-30,1094,2.9952087611225187,
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,Heart Failure,READM-30-HF-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,COPD,READM-30-COPD-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,5
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,Acute MI,READM-30-AMI-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
DE TAR HOSPITAL NAVARRO,450147,TX,Pneumonia,READM-30-PN-HRRP,15.3321,15.3321,15.9463,239.0,34.0,0.14225941422594143,-0.6142000000000003,0.9614832280842578,Moderate,1,0,Medium Volume,-0.3320157988342472,0.06829605609771053,2020-07-01,2023-06-30,1094,2.9952087611225187,
DE TAR HOSPITAL NAVARRO,450147,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
DE TAR HOSPITAL NAVARRO,450147,TX,Heart Failure,READM-30-HF-HRRP,19.8373,19.8373,20.5504,290.0,55.0,0.1896551724137931,-0.7131000000000007,0.9652999454998442,High,1,0,High Volume,0.1904240309629119,0.9920516050328745,2020-07-01,2023-06-30,1094,2.9952087611225187,
DE TAR HOSPITAL NAVARRO,450147,TX,COPD,READM-30-COPD-HRRP,18.197,18.197,17.0931,67.0,16.0,0.23880597014925373,1.1038999999999994,1.0645816148036342,Elevated,1,0,Low Volume,-0.050888468012941813,0.6557210920881995,2020-07-01,2023-06-30,1094,2.9952087611225187,
DE TAR HOSPITAL NAVARRO,450147,TX,CABG,READM-30-CABG-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
DE TAR HOSPITAL NAVARRO,450147,TX,Acute MI,READM-30-AMI-HRRP,12.9895,12.9895,12.9448,145.0,19.0,0.1310344827586207,0.04469999999999885,1.0034531240343612,Moderate,1,0,Medium Volume,-0.28058423343445804,-0.4120355049729449,2020-07-01,2023-06-30,1094,2.9952087611225187,
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,Pneumonia,READM-30-PN-HRRP,15.4502,15.4502,15.2095,155.0,25.0,0.16129032258064516,0.24070000000000036,1.015825635293731,Moderate,1,0,Medium Volume,-0.2708744438913128,0.09251152496240977,2020-07-01,2023-06-30,1094,2.9952087611225187,
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,Hip/Knee,READM-30-HIP-KNEE-HRRP,,,,,,,,,,0,0,,,,2020-07-01,2023-06-30,1094,2.9952087611225187,1
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,Heart Failure,READM-30-HF-HRRP,16.4977,16.4977,17.5745,111.0,14.0,0.12612612612612611,-1.0768000000000022,0.9387294090870294,Elevated,1,0,Low Volume,-1.5149516698896541,0.30729309681484307,2020-07-01,2023-06-30,1094,2.9952087611225187,
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,COPD,READM-30-COPD-HRRP,15.5074,15.5074,14.9842,58.0,11.0,0.1896551724137931,0.523200000000001,1.034916779007221,Moderate,1,0,Low Volume,-1.3143619372794886,0.10423993155902953,2020-07-01,2023-06-30,1094,2.9952087611225187,
